model,type_experiment,n_trainable_params,cl_technique,hyperparams,experiment_name,time,dataset_currently_testing,dataset_currently_training,dataset_wrt_training_datasets,target_epochs,best_epochs,learning_rate,batch_size,current_num_samples_training,cumulative_samples_trained,f1_score,precision_score,recall_score,accuracy,HATE_f1_score,HATE_precision_score,HATE_recall_score,NoHATE_f1_score,NoHATE_precision_score,NoHATE_recall_score
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,hateval-women,hateval-immigrant,ZERO_SHOT,8,8,1e-05,32,4500,56658,0.5799823635264344,0.6857932263814617,0.6379415306838184,0.5944293478260869,0.6578796561604584,0.5115864527629234,0.9213483146067416,0.5020850708924104,0.86,0.3545347467608952
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,waseem-racism,hateval-immigrant,ZERO_SHOT,8,8,1e-05,32,4500,56658,0.645177186215082,0.6519506378244807,0.6394855991251932,0.8290018832391713,0.3897849462365591,0.41076487252124644,0.37084398976982097,0.9005694261936049,0.893136403127715,0.9081272084805654
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,evalita,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,56658,0.6058781609125886,0.6278287959752998,0.6200885668276972,0.609,0.6409550045913682,0.5548489666136724,0.758695652173913,0.570801317233809,0.7008086253369272,0.48148148148148145
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,waseem-sexism,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,56658,0.645379381396809,0.6719550444794329,0.6324895998769021,0.782249742002064,0.4250681198910082,0.5109170305676856,0.36391912908242613,0.8656906429026098,0.8329930583911801,0.901060070671378
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,davidson,hateval-women,TRAINING_PASSED,8,8,1e-05,32,4500,61158,0.8778778173907789,0.9335164835164835,0.8448426573426573,0.9159212880143113,0.8097165991902834,0.9615384615384616,0.6993006993006993,0.9460390355912744,0.9054945054945055,0.9903846153846154
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,founta_hateful_57k,hateval-women,TRAINING_PASSED,8,8,1e-05,32,4500,61158,0.6670003535260278,0.9215242178677672,0.613091476609027,0.9427251329439456,0.3639883833494676,0.8995215311004785,0.22815533980582525,0.9700123237025879,0.943526904635056,0.9980276134122288
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,ibereval,hateval-women,TRAINING_PASSED,8,8,1e-05,32,4500,61158,0.7242226297869763,0.848218895198761,0.7152047156793147,0.7754820936639119,0.6053268765133172,0.9615384615384616,0.4416961130742049,0.8431183830606352,0.7348993288590604,0.9887133182844243
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,hateval-immigrant,hateval-women,TRAINING_PASSED,8,8,1e-05,32,4500,61158,0.375066574376794,0.6032444668008048,0.5022504248670577,0.5817211474316211,0.015698587127158554,0.625,0.00794912559618442,0.7344345616264295,0.5814889336016097,0.996551724137931
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,hateval-women,hateval-women,IN_TRAINING,8,8,1e-05,32,4500,61158,0.6492788288487039,0.6944758140410314,0.6797204529169432,0.6514945652173914,0.6771554436752675,0.556935817805383,0.8635634028892456,0.6214022140221402,0.8320158102766798,0.4958775029446408
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,waseem-racism,hateval-women,ZERO_SHOT,8,8,1e-05,32,4500,61158,0.4644290771083458,0.5173463072479714,0.5005699122481994,0.8500941619585687,0.009950248756218905,0.18181818181818182,0.005115089514066497,0.9189079054604727,0.852874432677761,0.9960247349823321
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,evalita,hateval-women,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,61158,0.677552707730467,0.6918402777777778,0.677938808373591,0.688,0.6195121951219512,0.7055555555555556,0.5521739130434783,0.735593220338983,0.678125,0.8037037037037037
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,waseem-sexism,hateval-women,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,61158,0.49169377124271146,0.8427207381182277,0.5263327819573663,0.7894736842105263,0.10263929618768329,0.8974358974358975,0.05443234836702955,0.8807482462977396,0.7880055788005579,0.9982332155477032
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,davidson,waseem-racism,TRAINING_PASSED,8,8,1e-05,32,10192,71350,0.8782304412309974,0.9317652611705476,0.8459899475524475,0.9159212880143113,0.8104838709677419,0.9571428571428572,0.7027972027972028,0.9459770114942528,0.9063876651982379,0.9891826923076923
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,founta_hateful_57k,waseem-racism,TRAINING_PASSED,8,8,1e-05,32,10192,71350,0.6700414461878905,0.9288344426232433,0.6150527497148109,0.9432481910905762,0.3697967086156825,0.9138755980861244,0.23179611650485438,0.9702861837600986,0.9437932871603623,0.9983093829247676
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,ibereval,waseem-racism,TRAINING_PASSED,8,8,1e-05,32,10192,71350,0.6976058379567152,0.8425946862634257,0.6933651859710136,0.7589531680440771,0.5614035087719298,0.9655172413793104,0.3957597173144876,0.8338081671415005,0.719672131147541,0.9909706546275395
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,hateval-immigrant,waseem-racism,TRAINING_PASSED,8,8,1e-05,32,10192,71350,0.3818810368027789,0.6665265635507733,0.5054300751055315,0.5843895930620414,0.028081123244929798,0.75,0.014308426073131956,0.735680950360628,0.5830531271015468,0.996551724137931
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,hateval-women,waseem-racism,TRAINING_PASSED,8,8,1e-05,32,10192,71350,0.6566446059147498,0.6903496531179795,0.6818162052608394,0.657608695652174,0.6748387096774193,0.564185544768069,0.8394863563402889,0.6384505021520803,0.8165137614678899,0.5241460541813898
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,waseem-racism,waseem-racism,IN_TRAINING,8,8,1e-05,32,10192,71350,0.48493412052703583,0.7219038487267537,0.5112417873894065,0.8538606403013183,0.049019607843137254,0.5882352941176471,0.02557544757033248,0.9208486332109344,0.8555724033358605,0.9969081272084805
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,evalita,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,71350,0.6690371878089848,0.6834351450599558,0.6697262479871176,0.68,0.60880195599022,0.6955307262569832,0.5413043478260869,0.7292724196277496,0.6713395638629284,0.7981481481481482
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,waseem-sexism,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,71350,0.48390998274855773,0.8099094392197841,0.5220030609609329,0.7870657034743722,0.08836524300441827,0.8333333333333334,0.04665629860031104,0.8794547224926972,0.7864855451062348,0.9973498233215548
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,evalita,evalita,IN_TRAINING,8,8,1e-05,32,4799,4799,0.7477282983519924,0.7474712795987777,0.7481078904991949,0.749,0.7298170075349839,0.7228144989339019,0.7369565217391304,0.765639589169001,0.7721280602636534,0.7592592592592593
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,waseem-racism,evalita,ZERO_SHOT,8,8,1e-05,32,4799,4799,0.4600984479811491,0.4477948663927806,0.48992288957371244,0.8301318267419963,0.01312910284463895,0.045454545454545456,0.0076726342710997444,0.9070677931176592,0.8501351873310158,0.9721731448763251
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,ibereval,evalita,ZERO_SHOT,8,8,1e-05,32,4799,4799,0.8695611768860473,0.8892597717052924,0.8590520782649618,0.8801652892561983,0.8323699421965318,0.9152542372881356,0.7632508833922261,0.9067524115755627,0.863265306122449,0.9548532731376975
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,hateval-immigrant,evalita,ZERO_SHOT,8,8,1e-05,32,4799,4799,0.36935972606095463,0.43273649942550746,0.49871626190084606,0.5783855903935957,0.006289308176100629,0.2857142857142857,0.003179650238473768,0.7324301439458086,0.5797587131367292,0.9942528735632183
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,davidson,evalita,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4799,4799,0.6069845662347012,0.7344837935174069,0.5985030594405594,0.776386404293381,0.3489583333333333,0.6836734693877551,0.23426573426573427,0.8650107991360692,0.7852941176470588,0.9627403846153846
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,founta_hateful_57k,evalita,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4799,4799,0.5657027041484345,0.6447866540498857,0.5490084038441021,0.9214541016476332,0.17263544536271808,0.35471698113207545,0.11407766990291263,0.958769962934151,0.9348563269676958,0.9839391377852916
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,hateval-women,evalita,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4799,4799,0.504952939207,0.6937514744043407,0.5993785531840878,0.5427989130434783,0.641830761043108,0.48009554140127386,0.9678972712680578,0.36807511737089205,0.9074074074074074,0.2308598351001178
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,0,waseem-sexism,evalita,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4799,4799,0.5797604687230743,0.7026289171521156,0.5743103907808473,0.7922256621947025,0.28095238095238095,0.5989847715736041,0.18351477449455678,0.8785685564937676,0.8062730627306273,0.9651060070671378
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,1,evalita,waseem-racism,TRAINING_PASSED,8,8,1e-05,32,10192,14991,0.665015328589007,0.7469615343477503,0.6766103059581321,0.697,0.5615050651230101,0.8398268398268398,0.4217391304347826,0.7685255920550038,0.6540962288686606,0.9314814814814815
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,1,waseem-racism,waseem-racism,IN_TRAINING,8,8,1e-05,32,10192,14991,0.6749416645060928,0.8561519338019139,0.633027911579442,0.8847457627118644,0.41379310344827586,0.8244274809160306,0.27621483375959077,0.9360902255639098,0.8878763866877971,0.9898409893992933
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,1,ibereval,waseem-racism,ZERO_SHOT,8,8,1e-05,32,10192,14991,0.7123822338702305,0.8403571428571428,0.705242125246273,0.7672176308539945,0.58679706601467,0.9523809523809523,0.42402826855123676,0.837967401725791,0.7283333333333334,0.9864559819413092
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,1,hateval-immigrant,waseem-racism,ZERO_SHOT,8,8,1e-05,32,10192,14991,0.36724356268467706,0.2901934623082055,0.5,0.580386924616411,0.0,0.0,0.0,0.7344871253693541,0.580386924616411,1.0
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,1,davidson,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,14991,0.5613799736762175,0.8427157689811811,0.5710227272727273,0.778175313059034,0.25301204819277107,0.9130434782608695,0.14685314685314685,0.8697478991596639,0.7723880597014925,0.9951923076923077
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,1,founta_hateful_57k,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,14991,0.5230188238641619,0.8255021451711759,0.5211871979982511,0.9300845610670386,0.08237986270022883,0.72,0.043689320388349516,0.963657785028095,0.9310042903423518,0.9986850756081526
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,1,hateval-women,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,14991,0.6667652276759315,0.6931549609810479,0.6883520788312942,0.6671195652173914,0.6776315789473685,0.5741360089186176,0.826645264847512,0.6558988764044944,0.8121739130434783,0.5500588928150766
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,1,waseem-sexism,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,14991,0.45473555978385394,0.5448142607828472,0.5037042710571581,0.7733058135534916,0.03795620437956204,0.30952380952380953,0.02021772939346812,0.8715149151881458,0.7801047120418848,0.9871908127208481
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,2,evalita,ibereval,TRAINING_PASSED,8,8,1e-05,32,3817,18808,0.7154251834381551,0.7242941850279632,0.7144122383252818,0.722,0.6721698113207547,0.7345360824742269,0.6195652173913043,0.7586805555555556,0.7140522875816994,0.8092592592592592
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,2,waseem-racism,ibereval,TRAINING_PASSED,8,8,1e-05,32,3817,18808,0.654595269181751,0.789323145526153,0.620496620064526,0.8741996233521657,0.379182156133829,0.6938775510204082,0.2608695652173913,0.9300083822296731,0.8847687400318979,0.9801236749116607
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,2,ibereval,ibereval,IN_TRAINING,8,8,1e-05,32,3817,18808,0.8805092637925611,0.9076637168141592,0.8674433073566831,0.8911845730027548,0.8447937131630648,0.9513274336283186,0.7597173144876325,0.9162248144220573,0.864,0.9751693002257337
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,2,hateval-immigrant,ibereval,ZERO_SHOT,8,8,1e-05,32,3817,18808,0.3699058431680251,0.49016064257028114,0.4998656871882024,0.5797198132088058,0.006309148264984227,0.4,0.003179650238473768,0.733502538071066,0.5803212851405622,0.996551724137931
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,2,davidson,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,18808,0.587186368630559,0.7865826330532213,0.5859921328671328,0.7799642218246869,0.3050847457627119,0.7941176470588235,0.1888111888111888,0.869287991498406,0.7790476190476191,0.9831730769230769
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,2,founta_hateful_57k,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,18808,0.5517992559403796,0.7112474510331728,0.5379278633572883,0.9279051521227443,0.14122533748701974,0.4892086330935252,0.0825242718446602,0.9623731743937395,0.9332862689728203,0.9933314548699164
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,2,hateval-women,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,18808,0.5482206682206682,0.6819866653226387,0.6194654460823517,0.5706521739130435,0.6488888888888888,0.49617672047578587,0.9373996789727127,0.44755244755244755,0.8677966101694915,0.30153121319199055
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,2,waseem-sexism,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,18808,0.5508398423999447,0.7125161142762091,0.5561675340305217,0.7908496732026143,0.22250639386189258,0.6258992805755396,0.13530326594090203,0.8791732909379968,0.7991329479768786,0.9770318021201413
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,evalita,hateval-immigrant,TRAINING_PASSED,8,8,1e-05,32,4500,23308,0.6984931670137502,0.7110179552167073,0.7068035426731079,0.699,0.7108549471661864,0.6368330464716007,0.8043478260869565,0.6861313868613139,0.7852028639618138,0.6092592592592593
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,waseem-racism,hateval-immigrant,TRAINING_PASSED,8,8,1e-05,32,4500,23308,0.7395238194170319,0.7449620234043457,0.7344852828210713,0.871939736346516,0.5538057742782152,0.568733153638814,0.5396419437340153,0.9252418645558487,0.9211908931698775,0.9293286219081273
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,ibereval,hateval-immigrant,TRAINING_PASSED,8,8,1e-05,32,4500,23308,0.9137195815901267,0.9185622107801603,0.9097982754907512,0.918732782369146,0.8929219600725953,0.917910447761194,0.8692579505300353,0.9345172031076582,0.9192139737991266,0.9503386004514672
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,hateval-immigrant,hateval-immigrant,IN_TRAINING,8,8,1e-05,32,4500,23308,0.6639757569048541,0.6661906005709062,0.6627770772801198,0.675783855903936,0.6009852216748769,0.6213921901528013,0.5818759936406995,0.7269662921348314,0.710989010989011,0.7436781609195402
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,davidson,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,23308,0.6443341604631927,0.7580752580752581,0.627021416083916,0.7898032200357782,0.41687344913151364,0.717948717948718,0.2937062937062937,0.8717948717948718,0.7982017982017982,0.9603365384615384
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,founta_hateful_57k,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,23308,0.5979892463116454,0.6770824414778128,0.5735546090288435,0.9233719815186121,0.2363162467419635,0.41590214067278286,0.1650485436893204,0.9596622458813272,0.9382627422828428,0.9820606743683666
GroNLP/hateBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,evalita-TO-waseem-racism-TO-ibereval-TO-hateval-immigrant,3,hateval-women,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,23308,0.48714147087394105,0.6999154901570889,0.5912375431770358,0.5319293478260869,0.6386995280545359,0.4742990654205608,0.9775280898876404,0.3355834136933462,0.925531914893617,0.2049469964664311
